id,curr_age,gender,ann_income,dt_maint,age_car,income_bracket,purchasing_probability_pct,pur_prediction
41917U27JP,52,0,456377.0,2018-05-19,408,Low,47.79,0
81157P90YA,34,0,1389792.0,2017-04-16,806,High,93.75,1
85292L29NS,34,1,741824.0,2018-07-07,359,Low,49.23,0
31314N96BR,30,0,1255340.0,2018-04-18,439,Medium,74.73,0
42140D53FO,38,0,892702.0,2018-07-26,340,Low,55.46,0
62629J95PA,42,1,1491010.0,2019-06-24,7,High,30.45,0
66930N44PA,42,0,1158802.0,2018-11-27,216,Medium,48.22,0
64536I95ZI,59,1,400321.0,2018-04-10,447,Low,43.12,0
69781G70CK,34,0,775748.0,2018-08-20,315,Low,50.98,0
76024X54YQ,43,1,1566005.0,2019-02-09,142,High,45.07,0
61468V49ZX,48,0,1023178.0,2019-05-14,48,Medium,27.43,0
99067A04DI,39,0,1641545.0,2018-07-02,364,High,74.39,0
13821M41LP,60,1,1430405.0,2019-01-13,169,High,40.03,0
19052N30VG,55,1,1388219.0,2018-07-10,356,High,59.53,0
75962R33MQ,52,0,748602.0,2017-05-05,787,Low,85.65,1
84968K40IN,27,0,1476990.0,2018-10-28,246,High,63.09,0
12331Q17WS,41,1,1574699.0,2018-05-05,422,High,73.1,0
40619P38CZ,55,1,695046.0,2018-11-04,239,Low,30.94,0
73137V81EM,32,1,637565.0,2017-10-03,636,Low,73.88,0
37930C75JP,28,1,964667.0,2018-09-12,292,Medium,49.49,0
61255X57PP,63,0,1772795.0,2018-06-12,384,High,73.61,0
34738Q13QV,29,1,501251.0,2018-09-24,280,Low,36.58,0
53820L49ZM,49,0,1161910.0,2018-08-17,318,Medium,57.01,0
93664O36QH,48,1,1016238.0,2017-11-05,603,Medium,75.29,1
16602L22FN,63,0,574276.0,2018-03-23,465,Low,53.76,0
77345W95NN,28,0,973218.0,2018-06-16,380,Medium,63.97,0
19646O91SL,50,1,1489855.0,2018-08-13,322,High,59.88,0
17381L73AI,57,1,1967552.0,2017-12-11,567,High,86.18,1
29711J40XR,53,0,1557193.0,2019-03-22,101,High,43.41,0
45817J20GO,46,0,1742480.0,2017-08-03,697,High,92.28,1
11171H60SC,64,1,1898340.0,2019-03-23,100,High,43.51,0
38483Y41BR,40,0,1836077.0,2019-05-07,55,High,49.1,0
27617L89HD,36,0,891119.0,2018-12-15,198,Low,41.27,0
06020J68MK,59,0,1607309.0,2019-03-22,101,High,43.08,0
61932A72LL,53,0,551246.0,2018-10-29,245,Low,33.57,0
94851Q16QW,41,1,1558470.0,2019-05-03,59,High,37.05,0
39836H06ZX,51,1,700909.0,2019-06-25,6,Low,15.12,0
64510F47EC,26,1,879015.0,2018-02-17,499,Low,68.5,0
95388S29XX,36,1,1046833.0,2019-01-19,163,Medium,36.34,0
07792K43MW,51,1,1073288.0,2017-11-07,601,Medium,75.61,1
77010K60OT,47,1,1295066.0,2019-03-13,110,Medium,34.34,0
97791B88NG,44,1,850359.0,2018-09-06,298,Low,42.99,0
82285P54XX,32,1,969434.0,2019-06-27,4,Medium,22.11,0
53402O15HD,30,1,789049.0,2019-04-15,77,Low,24.68,0
27641D67PZ,52,1,529839.0,2018-11-26,217,Low,26.31,0
93779Q77TY,58,0,1183365.0,2018-11-04,239,Medium,46.96,0
19435D65AJ,38,0,1376882.0,2018-03-01,487,High,78.95,1
56216I11RO,25,1,616321.0,2018-04-05,452,Low,58.08,0
52340W25ES,37,1,1472205.0,2018-03-11,477,High,76.28,1
38517M33MV,51,0,1640273.0,2018-10-22,252,High,61.53,0
33341I68OY,39,0,1873488.0,2018-10-12,262,High,70.59,0
10308E49BR,47,0,1777741.0,2018-10-29,245,High,65.07,0
90835F53SP,42,1,843633.0,2018-02-26,490,Low,63.01,0
26480H96DG,61,0,1971940.0,2018-02-26,490,High,84.43,1
76971I40CD,39,0,1399697.0,2016-10-25,979,High,96.72,1
05789X15OI,65,0,454853.0,2017-11-18,590,Low,62.94,0
97016W66TT,56,1,1411004.0,2018-11-16,227,High,46.52,0
53598X41DO,38,0,1756154.0,2018-07-27,339,High,74.81,0
71613M40QZ,30,1,952931.0,2018-03-27,461,Medium,65.71,0
76872U34JR,33,1,587615.0,2018-11-16,227,Low,32.6,0
12235B09BA,40,1,848734.0,2018-09-13,291,Low,43.28,0
72255T69SP,29,1,1174786.0,2018-09-08,296,Medium,54.93,0
07931K65JN,62,1,1254223.0,2018-11-01,242,Medium,42.57,0
87305X34FD,61,0,1888810.0,2018-08-14,321,High,71.13,0
89651B23TX,47,0,1447605.0,2017-10-06,633,High,87.05,1
98234F23EL,51,1,893560.0,2018-09-12,292,Low,41.62,0
88122J64WD,28,1,982196.0,2018-12-26,187,Medium,39.16,0
63793I61QZ,28,0,629645.0,2019-02-20,131,Low,30.76,0
35140N13YJ,37,1,819677.0,2018-12-08,205,Low,34.84,0
59564N38OD,65,0,698260.0,2017-10-11,628,Low,71.79,0
31552Q12RE,37,1,1569916.0,2018-08-07,328,High,65.6,0
30880Q41OA,45,0,1106536.0,2018-05-11,416,Medium,66.32,0
75369Y44CB,34,1,1147070.0,2018-10-19,255,Medium,48.64,0
24357R04YD,41,0,1563179.0,2018-07-05,361,High,72.17,0
18861J32LS,55,1,1959221.0,2019-03-05,118,High,49.29,0
99085B22TS,40,1,1022445.0,2018-03-22,466,Medium,65.36,0
46328I97UC,28,1,564374.0,2018-03-31,457,Low,56.52,0
39848O45JQ,39,1,1465910.0,2019-06-19,12,High,31.04,0
94541N48ST,39,0,1350996.0,2018-10-16,258,High,58.18,0
24512T10BL,36,0,1141716.0,2018-08-13,322,Medium,60.29,0
58653U86NP,44,0,925947.0,2018-05-16,411,Low,61.88,0
08903L95KP,39,0,1373391.0,2018-06-15,381,High,70.38,0
20118Z28LN,50,1,1289359.0,2017-10-09,630,Medium,81.48,1
72927A96RP,32,0,624133.0,2017-12-07,571,Low,72.6,0
54828P72ZY,57,1,1719186.0,2019-02-12,139,High,44.89,0
66423I14TP,53,0,1730077.0,2018-10-03,271,High,64.98,0
52233Z94KP,52,1,1228705.0,2018-04-23,434,Medium,64.15,0
66352B90LB,57,1,1764230.0,2018-07-17,349,High,67.17,0
34562Q51ZK,45,1,1486916.0,2018-03-09,479,High,75.13,1
23291F63ND,52,0,499262.0,2019-05-17,45,Low,17.39,0
32398W58CU,48,0,1269084.0,2018-10-16,258,Medium,53.77,0
82952Z94QO,38,0,908498.0,2017-11-29,579,Low,77.41,1
19243T78SS,26,0,629119.0,2019-04-16,76,Low,26.51,0
08908C54KO,40,0,1819375.0,2018-09-16,288,High,71.47,0
65350Z16LC,47,1,948719.0,2019-06-24,7,Medium,19.34,0
11718M22LE,54,1,1689688.0,2018-03-07,481,High,77.26,1
10861Q22LH,35,0,919186.0,2017-03-15,838,Low,91.32,1
57768T47CB,60,0,1680518.0,2019-02-28,123,High,46.91,0
53900I20ZZ,26,1,826182.0,2018-04-18,439,Low,61.62,0
88284P69UV,58,0,1122395.0,2018-10-08,266,Medium,48.23,0
87081I77PD,56,1,881671.0,2018-10-13,261,Low,36.98,0
79579R24MQ,38,1,1222077.0,2018-08-17,318,Medium,56.0,0
83263V56PT,51,0,1299583.0,2017-08-08,692,Medium,87.64,1
72388Y50DE,63,0,419177.0,2018-04-05,452,Low,48.49,0
36604X64XS,34,0,1004198.0,2016-10-30,974,Medium,95.34,1
04484M95MA,26,0,834028.0,2019-03-08,115,Low,34.3,0
13898U23BH,64,1,793495.0,2019-03-26,97,Low,19.92,0
84422W74WG,50,0,1086908.0,2019-06-17,14,Medium,25.51,0
90386E08RV,52,1,1380931.0,2016-11-23,950,High,94.72,1
49047I07OS,27,0,1426864.0,2019-04-18,74,High,44.23,0
30645Q18DB,62,1,605813.0,2019-05-09,53,Low,14.89,0
14660H83XI,38,1,856013.0,2018-06-25,371,Low,52.3,0
37665I50KY,46,0,1170389.0,2018-07-03,363,Medium,62.49,0
62370W18PR,43,1,1486156.0,2018-10-16,258,High,55.11,0
09103S91LU,32,1,582348.0,2018-03-03,485,Low,58.77,0
20556U47LG,64,1,1201074.0,2018-11-27,216,Medium,38.15,0
51272U85CK,52,0,1545263.0,2018-05-20,407,High,73.28,0
99644X65DQ,47,1,1510896.0,2017-02-16,865,High,93.8,1
34544V94HV,33,1,886572.0,2017-01-03,909,Low,91.83,1
69079X96KT,39,0,1844776.0,2019-02-04,147,High,59.08,0
84028Q15HJ,57,1,485693.0,2018-09-26,278,Low,29.45,0
82028X38RH,63,0,1186352.0,2017-02-16,865,Medium,91.96,1
95436N04BD,39,0,1057598.0,2018-09-21,283,Medium,53.44,0
71877S75TA,46,0,1391072.0,2017-09-12,657,High,87.64,1
06579W72EO,64,1,477233.0,2018-02-04,512,Low,50.46,0
91602A92PE,29,1,1178393.0,2018-06-16,380,Medium,63.45,0
60798Q85HQ,41,1,931062.0,2017-07-30,701,Low,81.93,1
36948D13VL,47,1,1043211.0,2018-03-14,474,Medium,64.89,0
88275T15QY,40,0,1633524.0,2019-01-26,156,High,54.49,0
55566D54SU,30,1,818720.0,2017-12-11,567,Low,72.25,0
72798R00IW,59,1,472868.0,2016-10-03,1001,Low,89.15,1
53356K72TX,27,0,766104.0,2018-07-23,343,Low,55.51,0
16900V30EW,55,0,1419181.0,2018-07-04,362,High,65.96,0
04031N54GB,29,0,1406504.0,2018-12-31,182,High,54.4,0
29786X69KQ,63,0,1988697.0,2019-05-30,32,High,44.44,0
53370J35WV,31,0,1446179.0,2018-03-11,477,High,80.61,1
36206V57RK,61,1,830880.0,2018-08-08,327,Low,41.03,0
51128H94SQ,33,1,642317.0,2018-07-25,341,Low,45.12,0
05053L90YK,51,1,812745.0,2019-06-12,19,Low,17.39,0
14370P17UD,57,0,1750946.0,2018-09-24,280,High,65.34,0
86913J80YH,42,1,896087.0,2018-04-29,428,Low,58.11,0
91878X45QZ,51,1,1995954.0,2018-12-14,199,High,59.61,0
46967O15HL,35,1,831285.0,2017-04-27,795,Low,86.6,1
63587G82WV,26,0,651466.0,2018-12-09,204,Low,38.61,0
76475X95LH,33,1,1017896.0,2018-06-11,385,Medium,59.08,0
89221D56NJ,53,1,1308592.0,2019-02-24,127,Medium,34.8,0
74775P97BI,25,1,506503.0,2019-05-19,43,Low,18.39,0
87964P27GX,34,0,798103.0,2016-10-13,991,Low,94.68,1
39528X78AC,38,0,1965492.0,2019-01-11,171,High,64.57,0
90140F16ZB,26,0,889338.0,2018-02-21,495,Low,72.91,0
49222K14PA,65,0,1074210.0,2018-08-08,327,Medium,51.5,0
69118W63UA,29,0,646165.0,2019-04-16,76,Low,26.22,0
27597M78VZ,42,0,1109774.0,2018-12-05,208,Medium,46.15,0
19525Z88QP,25,0,1283703.0,2019-06-02,29,Medium,36.76,0
14281M24SP,30,1,672935.0,2018-02-28,488,Low,61.77,0
72259B75YL,57,1,1525380.0,2019-02-25,126,High,38.81,0
28378Q04LR,47,0,1911952.0,2017-05-09,783,High,95.26,1
28714T16ND,51,0,1289097.0,2019-01-29,153,Medium,42.6,0
65885C79NC,47,1,1017476.0,2018-01-05,542,Medium,70.51,0
79405L07CB,37,1,1260064.0,2018-07-22,344,Medium,59.84,0
39106M13EY,63,1,341997.0,2019-04-02,90,Low,13.39,0
27362S99NF,31,0,1453061.0,2017-05-05,787,High,93.84,1
74415D04PJ,47,1,1401257.0,2019-06-16,15,High,28.16,0
11927Y99KQ,49,0,1132666.0,2019-06-30,1,Medium,25.56,0
64874P84TY,65,0,713740.0,2018-04-06,451,Low,55.28,0
95143U23SU,49,1,1102875.0,2017-09-13,656,Medium,80.41,1
67053R79MS,51,1,1106444.0,2018-11-21,222,Medium,39.77,0
86897F20IM,58,0,855251.0,2019-05-08,54,Low,22.71,0
45680I48OB,44,0,848213.0,2018-01-05,542,Low,72.15,0
83445G07YR,28,0,1224777.0,2018-06-10,386,Medium,70.14,0
80522R09ZO,41,1,1095837.0,2019-03-11,112,Medium,31.49,0
41773X90SM,57,0,1042514.0,2017-10-30,609,Medium,78.4,1
54079R61ZI,47,1,1150099.0,2018-10-20,254,Medium,45.15,0
61558E82XP,47,1,1590117.0,2018-07-16,350,High,65.72,0
71088T79KR,30,1,888435.0,2018-07-13,353,Low,53.37,0
91742Z51MR,51,0,1854073.0,2019-01-21,161,High,57.61,0
49941M64AH,53,0,1449211.0,2019-01-12,170,High,47.83,0
03528V58XW,62,0,709496.0,2018-10-14,260,Low,36.44,0
97324K46BS,31,0,666163.0,2018-12-02,211,Low,38.39,0
22686G08XE,63,1,852132.0,2018-11-10,233,Low,31.98,0
67152X67JU,61,1,1183352.0,2018-11-12,231,Medium,39.98,0
93548L41RB,55,1,1742977.0,2016-09-29,1005,High,96.92,1
19337U70HA,28,0,1085744.0,2016-10-21,983,Medium,96.09,1
91648X27QG,65,0,701449.0,2018-11-16,227,Low,32.43,0
65273R29JB,32,0,616049.0,2018-08-04,331,Low,49.15,0
32536Q78PT,33,0,1002539.0,2019-04-01,91,Medium,34.2,0
68224O30GU,27,0,1178187.0,2018-11-10,233,Medium,54.48,0
60568J08DE,28,1,975897.0,2018-09-30,274,Medium,47.89,0
77390Z14OC,50,1,838713.0,2018-02-19,497,Low,61.57,0
69040E44SZ,50,0,872201.0,2016-12-13,930,Low,92.62,1
06431E77SK,30,1,833125.0,2019-02-16,135,Low,30.38,0
80850N10QX,51,1,1580258.0,2018-07-10,356,High,65.09,0
05620O39NJ,56,0,1173332.0,2017-05-04,788,Medium,89.83,1
76647M31NV,65,0,673508.0,2018-11-08,235,Low,32.54,0
20436T14SR,44,0,806489.0,2019-04-10,82,Low,26.74,0
99441G30MB,39,1,886523.0,2018-09-24,280,Low,43.36,0
70440W18GK,27,0,864366.0,2018-12-08,205,Low,43.67,0
52280P61FL,50,1,1332104.0,2018-12-11,202,High,43.56,0
14361M76SS,51,1,799772.0,2019-05-21,41,Low,18.55,0
99263R57MB,32,1,1138531.0,2017-04-26,796,Medium,90.14,1
35248V49KS,62,1,1495448.0,2017-10-25,614,High,81.68,1
66051M48KY,48,0,906368.0,2017-09-08,661,Low,81.22,1
29673X33KL,52,1,773483.0,2018-07-05,361,Low,45.44,0
67858H71OZ,51,1,967373.0,2019-04-04,88,Medium,24.71,0
10888B87VQ,46,0,1377022.0,2018-07-11,355,High,66.51,0
81737C61IJ,48,0,1131768.0,2018-07-28,338,Medium,58.56,0
76133M93BW,42,1,1208160.0,2018-06-07,389,Medium,61.78,0
22339I01DH,38,0,1374312.0,2018-09-12,292,High,62.39,0
75670X48MQ,32,0,1254686.0,2018-02-09,507,Medium,79.34,1
61387S28YP,33,0,723392.0,2017-05-25,767,Low,86.77,1
19818R42RL,38,1,1385054.0,2018-09-23,281,High,56.27,0
54522R53MF,39,1,882116.0,2018-10-18,256,Low,40.81,0
82405P56NL,27,0,1495476.0,2018-06-16,380,High,75.27,1
40352S28PM,56,0,378761.0,2017-09-11,658,Low,69.68,0
33225B86AK,59,0,1689186.0,2017-03-10,843,High,94.77,1
44129K50DV,43,1,865591.0,2019-05-11,51,Low,21.66,0
78941H34ZJ,59,1,317538.0,2018-04-27,430,Low,39.65,0
05365W24ZI,37,0,1921534.0,2018-02-18,498,High,87.32,1
38417B37EQ,60,0,414763.0,2018-08-16,319,Low,35.73,0
72165B58PD,41,1,831424.0,2019-06-01,30,Low,20.0,0
57300T11SX,60,1,1815149.0,2018-05-05,422,High,73.88,0
52318E35JL,46,0,804861.0,2017-12-02,576,Low,73.66,0
78036K48HK,32,1,834680.0,2018-07-17,349,Low,51.07,0
14432T02JW,57,1,1596941.0,2019-05-21,41,High,32.36,0
98685O06QJ,45,0,1359199.0,2016-10-05,999,High,96.65,1
46659A49GS,52,1,478047.0,2017-02-03,878,Low,84.2,1
15199A27XJ,51,0,652126.0,2018-02-21,495,Low,61.84,0
33467Z12JQ,44,0,1537405.0,2017-07-22,709,High,91.26,1
73554A03NP,45,0,1963392.0,2019-04-19,73,High,52.86,0
54526D22WH,26,1,1179889.0,2018-07-16,350,Medium,61.31,0
37516Z52SH,26,0,885614.0,2018-09-06,298,Low,54.12,0
99805Q47NG,40,0,1736448.0,2018-08-10,325,High,72.89,0
48186Y92CP,26,0,756871.0,2018-06-11,385,Low,59.81,0
56545K69TC,55,0,1480376.0,2018-07-08,358,High,66.97,0
93106A21VH,25,1,649857.0,2018-11-24,219,Low,35.18,0
64590N20BE,30,0,1295003.0,2017-10-01,638,Medium,87.59,1
33004A94HZ,58,0,1379641.0,2018-05-22,405,High,68.33,0
01690O76VN,45,1,946369.0,2019-05-09,53,Low,22.84,0
66048W34BX,33,0,821825.0,2019-05-30,32,Low,25.29,0
04493T52RG,46,1,1421877.0,2018-09-22,282,High,55.18,0
42684K88FZ,65,0,961289.0,2018-03-14,474,Medium,63.61,0
79916Y43UB,45,1,1265369.0,2018-11-15,228,Medium,45.89,0
58298L95RH,41,1,1104820.0,2018-09-29,275,Medium,47.79,0
92790Q22ZN,53,1,1536120.0,2018-04-19,438,High,71.07,0
83207P02ND,27,0,696218.0,2017-04-25,797,Low,88.52,1
52088Z82ID,27,0,607756.0,2019-05-13,49,Low,23.78,0
94645I48JE,59,1,1681142.0,2018-07-01,365,High,66.31,0
06213C82WT,49,0,1566534.0,2018-01-12,535,High,83.15,1
05077X94TX,47,1,1096379.0,2019-03-08,115,Medium,30.4,0
34092I21GT,65,0,1748305.0,2019-02-18,133,High,48.33,0
96614C94AU,49,1,913531.0,2019-03-26,97,Low,24.79,0
16030A23SH,46,1,1385461.0,2017-08-20,680,High,86.18,1
79743D73OH,52,0,1544747.0,2017-08-29,671,High,89.18,1
28655Q96DW,51,1,748620.0,2019-04-03,89,Low,20.89,0
00725E00WS,57,1,1845066.0,2018-05-19,408,High,73.95,0
77868J29SJ,50,1,854392.0,2018-06-10,386,Low,50.61,0
57497X25UO,64,1,1228044.0,2018-06-14,382,Medium,55.88,0
15187W28EQ,35,0,1357977.0,2018-06-20,376,High,70.52,0
67003G35FF,62,1,1268115.0,2018-04-25,432,Medium,62.4,0
58961W21PN,62,0,1652561.0,2018-03-20,468,High,77.99,1
65444Z03BS,49,1,1023761.0,2018-07-09,357,Medium,52.14,0
69914F69FQ,26,1,539794.0,2019-06-30,1,Low,16.22,0
02645L37OL,26,0,1059051.0,2018-08-12,323,Medium,60.94,0
37903C41VZ,30,0,1006640.0,2019-03-24,99,Medium,35.79,0
97270T10ED,40,1,972722.0,2018-03-03,485,Medium,66.01,0
94982I17LD,51,0,1455578.0,2019-03-30,93,High,40.61,0
42734H29YZ,63,1,1521504.0,2017-06-10,751,High,88.91,1
72529T56KI,29,0,1194780.0,2018-10-30,244,Medium,55.5,0
28665H00LP,38,0,1742902.0,2018-09-29,275,High,69.18,0
63915Y61ZQ,28,1,651474.0,2017-07-19,712,Low,80.43,1
73906R60VK,27,1,1019544.0,2017-12-24,554,Medium,75.73,1
60877W56EC,65,1,1792164.0,2018-10-06,268,High,57.96,0
09668T82FE,54,1,361954.0,2018-10-25,249,Low,25.21,0
89956S32HP,37,0,810375.0,2019-02-07,144,Low,33.84,0
11434C32JO,33,1,576994.0,2018-02-24,492,Low,59.08,0
28712W53ZU,57,1,1673932.0,2018-06-14,382,High,68.18,0
71716F04PJ,43,0,1499441.0,2019-05-16,46,High,39.03,0
12554P14OX,48,0,1153342.0,2018-06-20,376,Medium,62.85,0
62450K59ZR,41,1,802040.0,2019-02-10,141,Low,27.82,0
51730Y35PW,42,0,1408684.0,2017-08-08,692,High,89.71,1
57546Q65OI,34,0,1334942.0,2019-04-21,71,High,39.84,0
02168K77YZ,58,0,1196281.0,2018-04-09,448,Medium,68.19,0
14104G44RV,53,0,410158.0,2017-09-03,666,Low,71.7,0
42804P38DY,44,1,1057987.0,2017-04-25,797,Medium,88.16,1
57101M70GJ,28,1,732055.0,2019-05-01,61,Low,22.81,0
79378P03VQ,47,0,1109583.0,2018-03-07,481,Medium,71.71,0
71727Q93ZT,48,1,1104472.0,2018-05-05,422,Medium,61.04,0
51217R24TF,25,1,670414.0,2018-04-11,446,Low,58.8,0
81263H64CB,32,1,590640.0,2017-01-10,902,Low,89.1,1
93419L51FU,57,0,447999.0,2018-03-03,485,Low,54.25,0
91471D53QK,39,0,1350955.0,2018-12-07,206,High,52.83,0
03597B50MJ,52,1,1997643.0,2018-09-19,285,High,67.67,0
31162C75AG,30,0,1181520.0,2018-12-08,205,Medium,50.85,0
22574E39IG,52,0,1354850.0,2018-10-17,257,High,54.76,0
55584W54JY,42,0,1963654.0,2018-05-23,404,High,82.15,1
81811P01UD,51,1,990935.0,2019-01-25,157,Medium,30.95,0
23348O33WM,28,0,1474310.0,2018-07-03,363,High,73.31,0
93271U23BT,42,1,1124903.0,2017-07-20,711,Medium,85.05,1
49769T82YH,37,0,1064824.0,2018-03-21,467,Medium,71.78,0
26354N35MS,34,0,946446.0,2018-11-25,218,Low,45.21,0
46400A15UT,42,0,1165340.0,2019-04-23,69,Medium,33.68,0
83643K26YE,50,1,974254.0,2018-07-17,349,Medium,49.79,0
63030A83ZA,60,0,1656350.0,2019-02-15,136,High,47.66,0
35057B63GG,36,1,1343909.0,2018-08-05,330,High,60.73,0
25503U40TM,31,0,1265146.0,2017-06-01,760,Medium,91.85,1
25960Z56PH,58,0,1790096.0,2019-03-22,101,High,47.93,0
09944F93AS,27,0,1208107.0,2018-08-30,305,Medium,62.48,0
72155Z86QI,55,0,563441.0,2016-11-13,960,Low,90.79,1
74118I64TD,64,0,1198127.0,2018-08-30,305,Medium,52.6,0
43822N14KL,42,0,801353.0,2018-03-16,472,Low,65.34,0
87253Q73MM,36,0,1308836.0,2017-08-02,698,Medium,89.6,1
56026H39OL,32,1,827385.0,2018-02-25,491,Low,65.19,0
48318I06HS,43,1,893219.0,2018-07-30,336,Low,48.25,0
61638N40VR,46,0,1440352.0,2018-07-20,346,High,67.1,0
69726M34ZH,59,1,1917783.0,2018-08-31,304,High,65.98,0
88658U92VY,49,0,1697029.0,2016-12-22,921,High,96.57,1
22082G07QV,56,0,1979731.0,2019-04-10,82,High,51.27,0
27578E62KA,62,0,1420090.0,2018-06-17,379,High,65.9,0
49508P09BE,51,1,1142889.0,2019-01-16,166,Medium,35.17,0
71461G24SG,31,0,797362.0,2018-11-23,220,Low,42.49,0
49466K73QO,51,0,1730561.0,2019-04-11,81,High,46.21,0
75172G40KU,41,1,1563103.0,2019-05-27,35,High,34.86,0
33299M48OO,39,1,1137016.0,2019-03-05,118,Medium,33.42,0
06983U65BE,62,0,972563.0,2018-09-18,286,Medium,45.47,0
98333R26VQ,47,0,884990.0,2019-01-30,152,Low,33.88,0
78222X84DR,36,1,1348974.0,2019-05-30,32,High,30.98,0
75050X24NL,59,0,1210821.0,2018-04-10,447,Medium,68.19,0
25750T46IN,64,1,1476688.0,2016-12-25,918,High,93.83,1
49577Q09TU,60,0,1086007.0,2018-03-07,481,Medium,68.29,0
97320S05WC,37,1,1132485.0,2019-03-21,102,Medium,32.32,0
10347F00TE,35,1,961773.0,2018-06-05,391,Medium,57.79,0
60364J88DR,58,1,1064956.0,2018-12-17,196,Medium,34.52,0
91731R37WG,44,1,1280851.0,2019-01-15,167,Medium,40.3,0
01450T84UQ,54,0,1549844.0,2018-09-01,303,High,63.61,0
02106F47TH,53,1,1788166.0,2018-02-26,490,High,79.75,1
80455W29QR,31,1,766343.0,2018-09-03,301,Low,44.63,0
57373X36QU,63,1,1575778.0,2018-06-04,392,High,65.48,0
49413L14WU,32,1,945677.0,2018-06-24,372,Low,56.24,0
63246Y71HQ,52,0,1412493.0,2018-02-06,510,High,78.65,1
27234V86FB,38,0,1846263.0,2018-03-16,472,High,84.99,1
71602R17UA,38,1,882411.0,2018-12-04,209,Low,36.43,0
62768E99KI,51,0,567012.0,2018-06-14,382,Low,48.14,0
11909L24DB,64,1,693747.0,2019-04-07,85,Low,17.62,0
31754Y53AW,59,1,1250285.0,2018-09-01,303,Medium,49.57,0
98433J45IK,51,0,723556.0,2017-06-09,752,Low,83.57,1
68805U32OB,28,1,701480.0,2018-07-22,344,Low,48.25,0
53769R48VN,47,1,1351654.0,2018-03-18,470,High,71.3,0
56757N63ER,37,1,1398297.0,2019-05-11,51,High,33.57,0
71267S08QZ,65,1,726128.0,2017-09-02,667,Low,71.21,0
59167D54XD,35,0,1296901.0,2019-06-17,14,Medium,33.21,0
63714R41AS,61,1,323438.0,2017-10-09,630,Low,59.68,0
12292R42WE,62,1,898213.0,2018-06-08,388,Low,48.72,0
45009V13UW,62,0,556645.0,2018-05-19,408,Low,47.65,0
47999E36TL,52,0,692630.0,2016-10-23,981,Low,92.68,1
07247R46UF,54,1,1074395.0,2019-05-12,50,Medium,23.21,0
54745Q10ZQ,30,0,703356.0,2018-10-14,260,Low,44.51,0
54020J07JI,64,0,459048.0,2018-03-08,480,Low,52.15,0
26133R36ZT,35,0,1354163.0,2018-06-17,379,High,70.7,0
16454D05EV,27,0,919193.0,2018-09-05,299,Low,54.8,0
61578J43ZC,29,1,654986.0,2018-01-05,542,Low,66.76,0
48031C26HM,26,0,797185.0,2017-05-14,778,Low,88.86,1
80504P51SL,60,1,1771876.0,2017-01-26,886,High,94.93,1
87963I55YY,49,1,1272012.0,2018-06-26,370,Medium,59.65,0
07740Q23JY,30,0,1261954.0,2018-08-19,316,Medium,64.07,0
43040K77MR,33,0,836763.0,2018-12-03,210,Low,41.92,0
96074Y72XR,44,0,1804902.0,2018-09-30,274,High,69.06,0
59644U26PS,28,1,670156.0,2018-12-14,199,Low,33.04,0
04057Y08IM,32,1,503961.0,2018-07-05,361,Low,43.98,0
64639C79PU,27,0,1268977.0,2019-04-12,80,Medium,40.94,0
86845V47PW,41,0,1943638.0,2018-09-19,285,High,73.52,0
05175P40YS,45,0,1568175.0,2018-09-20,284,High,64.43,0
91531Q45QO,55,1,1666935.0,2018-02-19,497,High,77.83,1
68473U55OB,40,0,802505.0,2018-10-16,258,Low,44.14,0
83650Y12DK,32,0,1260876.0,2017-05-28,764,Medium,91.86,1
68729D42EG,28,1,882607.0,2018-02-08,508,Low,68.93,0
17724K54RZ,38,1,1179641.0,2019-01-19,163,Medium,38.99,0
08726O02HA,51,1,409112.0,2019-05-18,44,Low,13.44,0
46090E12UH,59,1,1023944.0,2019-04-21,71,Medium,22.91,0
70040N99DX,35,0,1359248.0,2018-07-14,352,High,68.42,0
82587W41LX,28,0,1032854.0,2019-02-06,145,Medium,41.46,0
84321S37HA,43,0,1600866.0,2019-04-02,90,High,46.01,0
55487V35TI,57,1,1394267.0,2017-12-04,574,High,78.24,1
03485H13EX,39,0,1612372.0,2017-11-22,586,High,87.67,1
92458H20XR,62,0,691489.0,2017-09-16,653,Low,74.34,0
18131O97CB,30,0,943993.0,2018-03-15,473,Low,71.32,0
08563W10LW,50,0,919362.0,2018-11-12,231,Low,41.66,0
12358G92UD,65,0,415499.0,2019-04-02,90,Low,16.88,0
86696N02XB,53,1,1041443.0,2018-05-06,421,Medium,58.12,0
54272X50IP,55,0,603819.0,2018-05-28,399,Low,49.78,0
78730J72JX,45,1,1558656.0,2018-10-31,243,High,54.84,0
08353A81DE,55,1,1021542.0,2018-09-04,300,Medium,44.56,0
70329Y92WK,41,0,1057947.0,2019-05-09,53,Medium,30.11,0
59317H65IQ,57,0,1837111.0,2017-10-29,610,High,89.06,1
79427N72EH,34,1,631944.0,2017-05-27,765,Low,82.5,1
33910X04MJ,39,0,812561.0,2017-04-19,803,Low,88.67,1
67763J48VP,47,1,884703.0,2017-09-09,660,Low,77.37,1
90367N62WK,35,0,1469445.0,2019-05-08,54,High,41.16,0
44863W27OH,41,0,1151975.0,2018-05-18,409,Medium,67.63,0
86610B82UO,28,0,1085284.0,2018-10-23,251,Medium,53.74,0
54763N53AJ,49,1,991739.0,2018-07-04,362,Medium,51.85,0
