ID,CURR_AGE,GENDER,ANN_INCOME,DT_MAINT
45459H14GL,59,M,"  1,015,981 ",3/28/2019
57031U93PZ,40,M,"  1,124,422 ",5/1/2018
58713N96ES,56,F,"  969,319 ",7/16/2018
98103D64TO,28,F,"  959,269 ",11/12/2018
97246Q47IL,52,F,"  1,747,586 ",9/14/2018
13466T29KH,28,M,"  1,103,781 ",6/23/2019
01951Q26AX,49,M,"  1,943,892 ",6/14/2018
68202U10LL,46,M,"  1,125,321 ",12/2/2018
15596M28QL,60,F,"  1,560,114 ",9/23/2018
77326K38QT,34,F,"  569,505 ",12/31/2018
03028M76MW,33,M,"  1,387,185 ",12/23/2018
87359C73IV,54,M,"  1,366,220 ",6/11/2019
38815K42UH,31,F,"  727,664 ",2/6/2019
49727T68TR,37,M,"  1,367,253 ",12/14/2018
29492B10GT,27,F,"  600,757 ",12/10/2018
04214H85WA,57,F,"  1,451,767 ",8/27/2018
72538U90UQ,38,F,"  1,441,634 ",4/25/2017
62451L37UT,35,M,"  1,469,378 ",4/18/2018
48468T65OM,43,M,"  1,452,108 ",3/19/2018
39102S03VX,63,M,"  1,156,131 ",1/18/2018
86446I77SE,63,M,"  1,757,031 ",4/27/2018
93804J33NF,52,F,"  657,276 ",10/31/2018
81473K44PC,27,F,"  929,099 ",2/25/2019
22205U92HE,39,F,"  1,197,210 ",12/12/2018
65145Y20WM,27,M,"  842,663 ",11/19/2018
57339X79DS,45,F,"  1,583,874 ",1/15/2019
71035S08ZM,58,F,"  1,115,529 ",1/30/2017
08766O85LL,37,M,"  1,956,626 ",9/12/2018
86065Y74NB,40,F,"  1,263,500 ",3/30/2019
02527N59RL,42,M,"  1,060,386 ",7/25/2018
34062C35EZ,64,M,"  676,633 ",7/30/2018
60141T59YV,40,F,"  1,243,222 ",4/26/2018
72392I78BA,46,M,"  1,272,088 ",1/7/2019
00534A22MW,28,F,"  1,047,049 ",7/21/2018
09909N55SE,59,F,"  1,403,383 ",6/22/2018
48555R46WW,42,F,"  882,777 ",4/16/2018
23721Y03BR,53,F,"  829,521 ",3/16/2019
58890P59YK,46,F,"  1,163,479 ",8/8/2017
94628X11TP,46,M,"  1,492,459 ",8/8/2018
15885D42EI,42,F,"  865,526 ",5/10/2018
20053V62XZ,45,M,"  1,620,032 ",5/31/2017
81175R13QS,61,F,"  360,516 ",5/1/2019
80234V73GS,35,F,"  812,378 ",6/16/2019
51980Y34ZF,31,M,"  1,227,741 ",10/9/2018
77148H62UW,28,M,"  903,623 ",5/12/2018
17134W33LV,32,F,"  1,144,841 ",3/19/2019
29194N46YG,40,M,"  1,616,352 ",10/6/2017
58377R44XI,31,F,"  1,003,642 ",5/31/2019
28071J13AR,45,F,"  1,526,015 ",10/23/2018
63666A39TC,60,F,"  426,009 ",11/20/2018
15007U86SA,34,F,"  911,450 ",5/15/2018
58028V73FD,51,F,"  1,552,517 ",3/30/2018
41238E19GX,52,F,"  301,830 ",3/9/2018
98507R27XE,60,M,"  1,288,273 ",11/25/2017
79854D14LD,52,M,"  506,999 ",9/14/2018
36705A11ZP,38,F,"  1,386,658 ",12/9/2017
64783P42MG,39,F,"  1,550,588 ",5/12/2019
18466I41YN,64,F,"  402,777 ",4/20/2019
17458R79KI,65,F,"  1,467,977 ",6/8/2019
48481V29VI,37,M,"  1,245,271 ",7/10/2018
41300M48AH,54,M,"  963,549 ",4/14/2018
88173D11HB,65,M,"  1,823,455 ",6/20/2017
03239E01AT,27,M,"  1,005,389 ",6/12/2018
03061Z48HJ,61,M,"  855,101 ",3/14/2018
05870L04CO,40,F,"  1,260,572 ",5/15/2019
33032P51KU,53,M,"  356,748 ",5/5/2018
43422V01QZ,63,M,"  1,249,120 ",10/12/2016
95987E34EW,42,M,"  1,785,477 ",5/15/2018
40399I90HR,41,F,"  975,520 ",2/23/2017
44257O59XX,57,M,"  318,654 ",12/1/2018
33001U16QL,27,F,"  626,508 ",12/2/2018
78601Q67AC,38,M,"  1,786,050 ",7/11/2018
02622J57UB,39,F,"  1,414,213 ",11/1/2018
03363A38FO,45,M,"  1,714,108 ",4/12/2019
76804W54TJ,49,M,"  1,977,182 ",3/17/2018
64498R79LY,42,F,"  1,285,332 ",10/11/2018
97022L17UC,65,F,"  1,566,483 ",4/4/2019
04525Q75KA,28,M,"  1,032,612 ",6/18/2019
09866V47PC,39,M,"  1,577,614 ",8/17/2018
43576I40LW,40,M,"  1,269,997 ",4/20/2018
40394S84RB,39,F,"  892,217 ",4/22/2018
82194S99RY,32,M,"  1,474,568 ",10/22/2018
52204V38VD,61,F,"  1,228,149 ",3/14/2018
93131L83PE,52,F,"  1,050,081 ",4/5/2019
48158G07CT,54,M,"  400,939 ",3/26/2018
02171J13CK,42,M,"  1,556,281 ",6/15/2019
34715D65VO,31,F,"  881,293 ",11/26/2018
80392X69HA,26,M,"  1,317,133 ",3/13/2019
32886B61KJ,56,F,"  1,104,630 ",5/26/2019
68503U91DM,62,F,"  1,903,275 ",9/14/2018
44526M60CO,59,F,"  1,267,917 ",9/12/2018
75615J38TN,38,F,"  1,106,111 ",7/27/2017
73879O76RL,31,F,"  1,021,103 ",3/16/2017
38908F64YL,26,M,"  949,869 ",12/22/2018
36434O09YO,40,M,"  937,090 ",5/31/2019
28860O72KX,48,M,"  1,967,497 ",12/30/2018
57117J31VX,36,M,"  1,179,432 ",2/22/2019
08059X21ME,33,F,"  687,580 ",2/17/2018
17184P07CM,36,F,"  1,397,135 ",6/27/2017
75339Q19LC,59,F,"  646,551 ",3/8/2018
96609U81GY,61,M,"  1,703,150 ",5/20/2018
29545V08KT,56,M,"  1,545,081 ",1/3/2019
07659E73EM,53,F,"  994,137 ",3/7/2018
25040E04AI,63,M,"  1,656,065 ",5/30/2018
39042H33XF,53,F,"  917,145 ",1/28/2019
77891B04JB,41,F,"  1,121,631 ",11/11/2016
01254K59QA,45,F,"  1,369,073 ",3/10/2017
61809C90NS,27,F,"  614,857 ",6/25/2019
96784R29QB,46,F,"  1,481,544 ",7/28/2017
23600Q56OO,42,M,"  1,179,687 ",6/8/2019
82287U83KR,55,M,"  993,173 ",3/5/2019
08508M57VO,52,M,"  532,754 ",5/19/2017
89651T66GK,51,F,"  468,916 ",12/10/2016
05507A16PD,46,F,"  822,476 ",9/26/2018
07529F81XE,58,M,"  1,785,375 ",9/1/2018
66390X90JJ,41,M,"  849,897 ",10/9/2018
91074F08NT,27,F,"  564,108 ",4/16/2018
56096J01BN,52,M,"  352,367 ",5/5/2019
13080Z28BI,43,F,"  1,423,330 ",3/8/2019
91427Y96ZP,26,F,"  775,995 ",4/6/2017
92778S89KY,26,M,"  720,102 ",12/16/2018
14482N05AB,36,M,"  1,270,631 ",10/20/2018
68039A62IF,61,F,"  1,244,233 ",2/22/2018
18784M56JQ,65,M,"  677,069 ",9/8/2018
21749A13PR,60,F,"  1,786,574 ",8/12/2018
19630E04DV,42,M,"  1,542,337 ",5/9/2018
72270S79MR,59,M,"  1,119,507 ",5/10/2019
89074W75ZO,36,M,"  1,696,432 ",10/14/2018
54804V09YR,27,M,"  629,301 ",1/9/2019
73079S24SM,61,M,"  989,557 ",1/29/2019
31656D58FO,36,F,"  843,641 ",6/28/2019
19118I72VT,29,F,"  1,072,752 ",4/5/2018
78204N77OY,60,F,"  969,855 ",10/7/2018
12108O67TB,25,M,"  1,365,919 ",4/19/2018
50688G88TK,47,F,"  1,251,987 ",12/12/2018
70418J80ZK,43,M,"  820,599 ",4/28/2019
19028J68FG,64,F,"  1,215,022 ",3/7/2018
22784H83AZ,56,F,"  1,667,800 ",6/13/2018
91449O79YQ,34,M,"  1,439,595 ",3/28/2018
75220H62SQ,35,F,"  933,672 ",4/24/2018
77857X03YS,38,M,"  1,075,726 ",4/3/2019
50851I81YR,53,M,"  1,228,048 ",9/28/2018
87728W12UR,51,M,"  1,989,888 ",7/2/2018
46093R75SJ,53,F,"  504,013 ",4/25/2019
39602W80PD,58,M,"  1,810,921 ",5/10/2018
80268D27QF,30,M,"  1,237,944 ",10/4/2018
85822E16EI,48,M,"  1,750,792 ",9/8/2018
10093T25AR,58,F,"  880,476 ",9/24/2018
51507A76GB,32,M,"  817,277 ",10/27/2016
06065Z87YC,42,M,"  1,500,359 ",8/3/2017
52924Z57VA,31,F,"  844,201 ",6/16/2019
38435H65ZY,28,F,"  1,085,325 ",6/18/2018
51535F61WH,35,M,"  981,497 ",11/24/2016
32758G05LA,27,M,"  1,102,828 ",6/3/2018
23429B12NT,32,M,"  1,142,831 ",4/9/2019
50668M95TE,60,F,"  589,625 ",5/10/2019
33093X69ZE,55,M,"  386,324 ",11/13/2018
06051J60BP,34,M,"  1,346,649 ",3/28/2018
73369A11WK,27,M,"  949,813 ",7/23/2017
39700G53ZC,63,M,"  1,398,871 ",1/5/2017
96341A18AC,50,F,"  970,504 ",4/17/2017
21895R28IE,34,M,"  1,423,974 ",6/14/2018
67648S71CM,65,M,"  1,963,117 ",2/28/2019
67994K93NK,64,F,"  309,300 ",2/27/2018
52561E71LD,33,F,"  963,156 ",6/29/2018
82768B05LS,45,M,"  1,159,159 ",4/6/2017
65368T04PQ,54,M,"  1,582,615 ",8/4/2017
70285S02BX,35,M,"  1,243,456 ",11/15/2017
03446G68YF,63,F,"  1,710,373 ",4/17/2019
98930T02DY,51,M,"  450,735 ",6/19/2018
55829P48HF,45,M,"  1,969,997 ",5/6/2018
73953F15BP,47,M,"  1,496,845 ",6/28/2019
36719I17EV,53,F,"  374,365 ",5/13/2019
95084M92LL,56,M,"  1,917,921 ",2/14/2019
87649O13HC,31,F,"  668,396 ",10/31/2018
66535I90YB,47,F,"  1,377,795 ",2/28/2018
61501V32MX,55,F,"  1,139,623 ",6/14/2018
16422O98AF,61,F,"  1,106,698 ",4/12/2019
40699G16SH,48,F,"  1,039,460 ",12/4/2018
54596W43SU,26,F,"  807,821 ",11/19/2018
65529V61BO,34,M,"  723,678 ",5/11/2019
46272Z35HB,37,F,"  988,010 ",10/19/2016
88250O32RW,30,F,"  1,157,178 ",3/7/2019
87141B99DG,32,M,"  613,453 ",2/20/2018
15554Q45UX,48,F,"  1,322,992 ",12/14/2017
95507B41AL,42,F,"  1,097,003 ",6/12/2018
04386S63HP,30,F,"  780,018 ",12/9/2018
14472S99GE,26,F,"  895,643 ",9/25/2018
50159G48NQ,34,F,"  535,338 ",11/19/2018
72708M05ES,37,M,"  842,373 ",8/6/2017
62739S28HF,30,F,"  635,400 ",10/3/2018
75653H58IL,43,F,"  1,493,086 ",2/24/2017
68622M98CF,64,F,"  1,801,328 ",12/11/2017
12693T74AJ,56,F,"  760,406 ",12/5/2018
27525T27SP,34,M,"  1,022,249 ",1/16/2019
36184M94AE,53,F,"  1,459,562 ",8/29/2018
33103T27PE,62,M,"  1,022,770 ",4/24/2018
78819G18WJ,34,M,"  871,951 ",5/6/2018
50056V21FO,55,M,"  457,935 ",5/24/2018
36524Z78YY,47,M,"  1,776,029 ",6/6/2018
13804C89XO,63,F,"  716,158 ",11/13/2017
54953Y38BX,30,F,"  1,149,495 ",1/9/2019
63872T28CY,61,M,"  1,967,136 ",9/27/2016
35700N27IW,35,M,"  854,012 ",2/1/2019
03992Q77OP,33,F,"  762,387 ",6/29/2018
27049M58ZF,37,M,"  1,174,857 ",10/1/2017
07907M42FL,52,F,"  1,685,711 ",9/6/2018
62051B04ZP,37,F,"  1,276,727 ",12/31/2018
88874L66XY,38,M,"  863,650 ",6/16/2018
05453K27JC,35,M,"  769,771 ",7/23/2017
38304Y51ER,51,M,"  1,234,448 ",6/27/2018
38181O66QL,50,F,"  1,427,633 ",9/19/2018
70911D72AZ,33,F,"  515,287 ",6/6/2019
79292H32VR,49,M,"  1,578,102 ",6/24/2019
12100V73GA,57,F,"  904,104 ",12/3/2016
06361D94GO,61,M,"  543,681 ",9/6/2018
35023U20IL,36,F,"  1,282,563 ",6/27/2018
99204K73VH,37,F,"  908,110 ",8/12/2018
44062G87GE,48,F,"  1,562,823 ",11/17/2016
42379A51XG,45,F,"  1,239,660 ",6/8/2018
68551L61OO,45,M,"  1,691,731 ",5/2/2019
53797T80OE,46,F,"  849,761 ",12/22/2018
43259P83WA,50,M,"  1,001,003 ",5/5/2018
44731O73JX,48,M,"  913,132 ",4/14/2018
17029A12BH,38,F,"  1,223,535 ",4/20/2018
75078E07JX,35,F,"  965,899 ",9/20/2017
18571O35ET,40,F,"  815,356 ",8/27/2018
29893T74JV,32,F,"  1,088,128 ",3/9/2019
86278A86CR,64,M,"  947,954 ",4/22/2017
92117W11IP,30,F,"  559,340 ",10/13/2016
20223P94KV,36,F,"  1,266,921 ",5/21/2018
62129V68QC,48,F,"  1,555,246 ",1/13/2019
13151R17JZ,63,M,"  1,077,904 ",7/26/2017
42885W60QP,44,M,"  1,916,257 ",12/29/2018
34432D19MC,34,M,"  1,327,566 ",5/21/2017
88755E16AW,48,F,"  1,295,101 ",11/9/2016
80070G91RX,36,F,"  1,042,848 ",7/1/2018
42563U56UL,41,F,"  1,180,853 ",12/28/2016
97193E55NR,49,M,"  1,883,766 ",1/19/2018
43571E73AK,43,F,"  1,487,345 ",6/8/2019
87241Y13RP,48,F,"  1,188,316 ",10/19/2017
47948F69DH,27,F,"  1,085,970 ",7/5/2017
74979W71XQ,32,F,"  843,586 ",4/28/2019
93143Y71ZN,52,F,"  664,744 ",4/18/2018
83004W48MJ,57,F,"  1,208,232 ",10/14/2017
91194X03DQ,64,M,"  1,717,114 ",12/20/2016
08139R85UT,33,M,"  986,611 ",6/2/2019
58158E18NN,61,M,"  918,480 ",6/29/2018
83965G02IE,36,M,"  831,669 ",10/21/2018
66025S00IW,45,F,"  1,236,194 ",8/17/2018
11886I43KM,33,M,"  614,220 ",2/14/2019
57505U16HP,46,M,"  1,208,133 ",12/22/2016
81004Z37BY,27,M,"  1,418,305 ",5/7/2019
62591Y35SY,57,M,"  1,586,198 ",4/12/2017
63564U88ZM,34,M,"  939,204 ",7/7/2017
54249J06HT,51,M,"  1,803,353 ",6/8/2019
55335K52QL,29,M,"  1,490,116 ",9/15/2018
34960H16EF,26,M,"  1,499,771 ",2/12/2019
95018O11ZX,61,M,"  1,580,560 ",7/28/2018
38095N81FR,42,F,"  1,215,156 ",7/23/2018
61315D44AI,49,F,"  1,342,490 ",2/7/2017
21119K96OB,35,M,"  1,327,083 ",8/26/2018
80695W07LJ,48,M,"  1,603,902 ",3/15/2019
02943R42RC,62,F,"  1,175,418 ",4/11/2019
16909X67NZ,48,M,"  1,692,326 ",3/15/2019
14329Y56UK,42,M,"  1,662,396 ",6/15/2019
13599J48XB,58,F,"  562,275 ",5/18/2018
18383U99JF,58,M,"  649,952 ",5/16/2019
10954J66PZ,44,F,"  1,465,815 ",11/8/2018
27772P77UX,48,M,"  1,442,035 ",9/6/2018
13086I46PC,30,F,"  764,698 ",4/3/2018
29003K16QG,35,F,"  1,183,916 ",10/23/2018
33923J95LL,47,F,"  1,565,983 ",2/21/2019
80433F58HT,57,M,"  1,105,852 ",5/13/2018
20244L24TZ,57,F,"  1,186,867 ",4/24/2017
43863O00IG,62,M,"  1,900,651 ",8/8/2018
44487P16XN,27,F,"  944,354 ",11/13/2018
25197G15AV,45,F,"  1,473,923 ",9/15/2018
25700O94ZY,61,M,"  491,436 ",6/1/2018
24406J60TM,63,M,"  1,813,987 ",3/15/2019
44126C35CP,62,M,"  1,525,013 ",9/25/2018
65266U67UG,55,M,"  387,270 ",2/27/2018
71833Y58HQ,60,F,"  1,107,140 ",2/20/2019
66216E33HM,52,M,"  435,102 ",10/19/2016
13454B56LJ,45,M,"  904,722 ",1/24/2019
86096K65BQ,43,F,"  1,268,053 ",12/5/2016
30971C08BU,61,F,"  326,048 ",12/21/2017
76999H81VY,48,M,"  1,553,101 ",12/14/2018
31225L42MN,38,M,"  1,589,733 ",2/21/2018
38432Y47OB,53,F,"  936,274 ",9/6/2018
28863Q66MW,32,F,"  1,083,423 ",12/8/2017
39658L50CZ,51,M,"  1,580,904 ",6/3/2018
70882W87QV,41,F,"  1,046,744 ",2/8/2019
20223X31IT,55,M,"  566,797 ",12/12/2018
05926L01OI,53,M,"  1,078,514 ",4/28/2017
96255F93YV,42,F,"  851,521 ",5/13/2019
09060E87UI,30,M,"  674,782 ",7/3/2018
68880L36CN,34,M,"  616,146 ",3/8/2017
69439J15TE,55,F,"  1,614,122 ",7/27/2017
47082D18FR,49,F,"  870,876 ",4/7/2017
38251G48AG,54,F,"  992,685 ",5/27/2019
07748L76UZ,30,F,"  830,748 ",5/14/2018
80807L71MK,56,F,"  620,715 ",2/12/2017
66776H03OY,30,F,"  1,180,491 ",6/23/2018
61298X00BQ,35,M,"  638,580 ",2/12/2017
83223M50CO,41,M,"  1,630,018 ",6/11/2019
26988H39FZ,60,F,"  473,836 ",1/23/2019
46390R64SW,37,M,"  1,271,905 ",8/17/2017
03647A09JO,28,M,"  641,199 ",11/2/2018
44825J63GQ,26,F,"  1,065,008 ",5/16/2019
17162G78QC,61,M,"  399,118 ",3/22/2018
88596E54WP,43,M,"  1,328,886 ",6/16/2018
15606L12IF,47,F,"  1,483,568 ",4/8/2018
10378I29GT,31,M,"  625,977 ",8/1/2018
97189C22BV,58,F,"  1,781,012 ",7/19/2017
94776R61BO,34,F,"  581,772 ",12/4/2018
48963O12PT,49,F,"  1,554,209 ",4/5/2019
50366G56ZY,31,M,"  654,416 ",12/15/2018
32951E01AA,50,F,"  1,283,338 ",10/8/2018
21042G16ZR,38,M,"  1,689,705 ",9/12/2018
75236L09QF,38,F,"  1,025,467 ",5/20/2018
35911G98CE,26,M,"  1,476,455 ",1/21/2019
03652S48NI,59,F,"  1,681,500 ",10/24/2018
46992O39MD,26,M,"  930,226 ",4/27/2018
93461L54OT,46,M,"  818,291 ",6/28/2017
68982Z01JW,25,F,"  580,103 ",10/21/2017
46720U78KZ,44,M,"  835,276 ",10/13/2018
94367I13RC,50,M,"  1,316,600 ",7/9/2018
90589S58FW,53,F,"  1,750,079 ",5/21/2019
28630N09GF,60,M,"  1,467,957 ",5/26/2018
29557E72HQ,33,F,"  546,658 ",1/4/2017
48321E63WG,42,M,"  1,094,998 ",1/30/2017
84370G85LR,31,M,"  1,484,638 ",4/17/2019
85995D29NH,62,F,"  1,604,660 ",4/24/2019
66330N40LY,65,F,"  1,850,583 ",11/3/2018
69724L32NH,30,M,"  1,486,996 ",9/18/2018
58841U54EC,38,M,"  1,548,130 ",4/12/2018
02354L42XX,62,M,"  459,782 ",5/25/2019
66979C25FQ,38,F,"  1,536,677 ",8/3/2017
97991U29MN,44,F,"  1,534,848 ",12/30/2018
66737M69MW,48,M,"  956,370 ",4/1/2019
18710N65DO,28,M,"  738,727 ",3/5/2017
95322T33QI,28,F,"  1,165,675 ",3/10/2018
61391C67IW,32,F,"  763,290 ",11/16/2018
79035Y14PX,35,M,"  827,264 ",3/13/2018
25742Z77FR,49,F,"  1,468,255 ",2/24/2018
81946D71BE,44,F,"  871,595 ",5/20/2018
35001J20YJ,62,M,"  648,984 ",8/4/2018
99574T61IV,45,M,"  948,798 ",12/4/2018
60496Z17EZ,56,F,"  1,066,494 ",5/5/2018
31366Y98UH,31,F,"  1,122,419 ",6/6/2018
18313F74HO,28,M,"  1,481,519 ",10/3/2018
19123K27WT,35,F,"  1,197,356 ",12/4/2018
46571K56UK,59,M,"  1,306,442 ",12/24/2018
90570S99OW,32,M,"  821,303 ",10/31/2018
96704Z87LW,41,M,"  892,590 ",4/1/2019
88898C78PN,25,F,"  1,060,282 ",10/24/2016
53212E21SL,64,M,"  889,864 ",1/6/2017
29613P97SX,32,F,"  762,344 ",2/14/2017
38652N36OB,63,M,"  957,478 ",3/27/2019
57720D49NB,51,F,"  1,662,146 ",5/2/2018
40049O26BJ,57,M,"  1,416,390 ",5/1/2018
46766O09BW,35,M,"  905,730 ",5/14/2018
37459F27QE,57,M,"  791,114 ",5/7/2018
45971S43BH,56,M,"  1,351,900 ",3/22/2019
71220L31RN,28,F,"  829,195 ",7/23/2018
38876M69MK,44,M,"  1,176,195 ",3/12/2018
73782D73ME,55,M,"  1,735,121 ",6/26/2018
78161V78IC,55,F,"  877,274 ",6/14/2018
81718U13QT,35,M,"  1,425,462 ",1/26/2018
74411J14SL,41,M,"  1,821,437 ",6/6/2018
41745Q83WS,47,M,"  1,334,251 ",7/8/2018
82594F39LS,41,M,"  1,405,135 ",8/20/2018
42742C41HR,26,F,"  1,077,851 ",10/21/2016
66239X85DF,60,M,"  494,701 ",5/25/2018
58394C35HJ,57,F,"  772,962 ",1/19/2019
08937Q51YN,36,F,"  1,473,031 ",9/15/2018
32406I30II,30,M,"  1,450,916 ",12/15/2017
95010T89ZE,58,M,"  1,037,761 ",7/17/2017
71160U82UK,54,M,"  834,043 ",5/25/2018
50574U73JR,63,M,"  1,284,664 ",6/15/2018
05088Z67TT,38,F,"  1,192,644 ",10/2/2018
86912E76ZD,30,M,"  1,260,454 ",11/21/2017
88550F46EL,52,M,"  720,643 ",4/1/2019
80537P56LG,25,M,"  635,819 ",7/6/2018
78451H06JZ,61,M,"  1,722,722 ",3/29/2019
10545O49YB,57,M,"  1,604,703 ",5/10/2018
93093R38FH,28,F,"  1,069,533 ",2/25/2018
74566S84TM,61,F,"  1,229,350 ",12/31/2016
65901A91MJ,44,M,"  1,431,022 ",1/15/2018
42197X57GN,45,M,"  1,233,103 ",11/28/2016
99737U91LB,39,M,"  1,429,530 ",6/9/2019
11371M30MP,62,M,"  621,407 ",6/13/2019
99748T89NI,52,F,"  1,140,600 ",8/7/2018
21291S46LJ,31,F,"  1,102,304 ",3/18/2018
62012U75SP,29,M,"  1,266,289 ",10/20/2016
27945W72KC,46,M,"  1,310,020 ",9/8/2018
72791F95CE,28,F,"  990,047 ",7/22/2018
41077X74QT,56,M,"  809,217 ",3/6/2018
97009K21JI,28,M,"  1,464,567 ",4/25/2018
37844V80IT,44,M,"  1,054,837 ",2/25/2018
94493E99YH,26,F,"  1,179,992 ",3/19/2018
05211E12PW,26,M,"  986,975 ",12/7/2018
64368G05TE,27,M,"  753,099 ",6/13/2018
87009F53VZ,51,F,"  1,028,266 ",8/26/2018
33508S30YP,58,F,"  1,359,033 ",6/14/2019
94758S16QK,59,F,"  1,649,534 ",7/21/2017
32323E41AZ,37,M,"  1,991,660 ",7/31/2017
67789E28HX,27,F,"  943,874 ",2/17/2018
49712H60GQ,33,M,"  1,222,890 ",8/20/2018
30925X59UE,35,F,"  650,052 ",8/4/2018
26687Y69WQ,62,M,"  810,399 ",9/10/2018
95166K24WK,60,F,"  1,925,532 ",1/11/2018
82729F91VH,44,M,"  1,353,061 ",4/22/2018
10799H85PP,29,M,"  1,381,335 ",9/17/2018
72547K89WK,65,F,"  1,917,454 ",6/18/2018
75100O51AX,33,F,"  675,191 ",10/28/2018
00761X19BU,29,F,"  670,779 ",1/2/2019
24463X37VT,35,F,"  1,092,040 ",10/3/2018
89523T39IU,54,M,"  352,556 ",9/13/2017
02308T71IT,37,M,"  1,441,083 ",3/24/2019
41323Y24BZ,31,F,"  1,131,474 ",3/21/2018
67339M59CP,62,F,"  648,113 ",10/25/2018
43773Q76PF,36,M,"  1,915,090 ",9/23/2018
76595Y14YO,44,M,"  1,089,358 ",12/30/2018
01101K76VU,56,F,"  695,429 ",5/24/2018
17211C97YX,26,F,"  1,126,729 ",5/28/2018
94332I12TC,34,M,"  1,426,318 ",7/31/2018
21944E88VT,43,F,"  800,163 ",6/11/2019
53332S27KQ,51,F,"  1,315,363 ",11/19/2018
45026V30MU,60,M,"  1,782,972 ",9/8/2018
67623T17FH,34,F,"  508,507 ",4/19/2019
78075P16NH,50,M,"  1,047,992 ",7/29/2018
73265C89LP,47,M,"  992,801 ",7/9/2018
34646K51SR,41,M,"  1,482,448 ",10/2/2018
05621E60FX,29,F,"  1,175,722 ",4/17/2018
41133C20XE,45,F,"  1,354,788 ",7/24/2018
10229L69UH,51,F,"  531,738 ",9/4/2018
47007R17RB,46,F,"  1,098,210 ",5/6/2018
64807U92JA,34,M,"  849,075 ",10/6/2018
23770X72PI,28,F,"  993,049 ",6/29/2019
78254V60RT,51,F,"  565,208 ",12/30/2017
64228W52QU,26,M,"  1,484,385 ",1/11/2019
24421K77WE,57,F,"  1,294,888 ",3/13/2018
48268T62NB,35,F,"  748,991 ",9/19/2018
41154A42QW,34,F,"  1,186,772 ",3/19/2018
21788N99YT,52,M,"  830,565 ",7/3/2018
23040R49NT,55,F,"  553,617 ",11/27/2017
48766X80DD,46,F,"  1,244,549 ",9/4/2018
44496Y93DZ,62,M,"  1,019,344 ",5/10/2018
02800Z09XF,35,M,"  698,441 ",3/1/2018
08460M07PE,60,F,"  1,543,660 ",12/14/2016
93983W52TW,51,M,"  1,849,538 ",2/16/2019
71249G63WG,53,M,"  580,809 ",6/4/2019
12186B59EW,62,M,"  451,374 ",10/12/2018
90567B29CL,50,F,"  801,232 ",10/14/2018
80868R10UK,35,M,"  1,023,125 ",11/12/2018
69319K15SA,62,M,"  310,123 ",5/18/2019
13193U01AL,51,M,"  1,453,401 ",8/4/2018
54150W26ZN,59,F,"  1,681,830 ",3/16/2017
94673B51FK,62,M,"  1,154,994 ",8/12/2018
64924U81YJ,47,F,"  1,125,604 ",10/15/2018
73173Y90ZC,36,M,"  1,443,642 ",12/3/2018
58444J80BY,56,F,"  1,512,584 ",5/28/2017
39924P77CN,58,F,"  800,513 ",11/15/2018
96678Z23XB,29,F,"  964,056 ",7/7/2018
64223G19HE,46,F,"  1,584,052 ",8/1/2018
61196G51MM,57,F,"  591,618 ",5/4/2018
63113K89HJ,55,M,"  1,734,980 ",1/26/2017
03583X45GU,43,M,"  1,060,667 ",8/1/2017
76523F63EY,29,M,"  872,630 ",5/29/2019
07655N00KL,45,F,"  1,239,690 ",10/12/2018
53520L42CT,37,M,"  1,377,785 ",4/17/2018
43298L78VP,45,F,"  1,088,868 ",5/30/2018
53098C29TG,28,F,"  823,095 ",5/18/2018
06554L15JM,64,F,"  1,188,879 ",6/16/2018
73359F25QD,41,M,"  1,860,670 ",9/19/2017
81264X60ZK,27,M,"  731,647 ",7/7/2018
92107P00VE,39,M,"  1,656,801 ",5/21/2019
55702Z16DZ,27,F,"  810,981 ",8/10/2018
54973A19GM,60,M,"  910,778 ",7/17/2018
09802J79JL,55,M,"  1,854,442 ",6/11/2019
46583G52UD,34,M,"  1,348,601 ",5/1/2019
84670Y74DD,64,M,"  1,765,855 ",3/9/2018
95781F12QH,47,F,"  800,311 ",4/3/2018
04814K68WS,45,F,"  1,295,966 ",1/25/2019
68715A08SB,59,F,"  598,720 ",5/1/2017
62048O05ZB,50,M,"  1,767,604 ",5/4/2019
49884V96HS,59,F,"  446,545 ",4/8/2017
12386K33WC,64,F,"  769,347 ",12/15/2018
38579E95SC,34,F,"  670,730 ",3/28/2017
51736K82UQ,26,M,"  799,143 ",6/17/2018
63390B29HN,50,M,"  1,027,175 ",5/29/2019
26987I86NQ,62,M,"  690,764 ",3/25/2018
08432V42LA,46,M,"  1,717,578 ",6/20/2018
73371G27OA,44,M,"  1,308,998 ",10/13/2018
53752Z21ZD,27,F,"  1,191,454 ",12/15/2017
27503S51ZK,26,F,"  800,305 ",7/25/2017
28372W59RX,30,F,"  637,916 ",4/28/2019
46664P67QH,28,F,"  868,797 ",3/2/2019
10746K83NX,33,M,"  634,203 ",4/8/2018
21042Z84UC,58,F,"  1,148,247 ",3/21/2018
23295V74AP,45,M,"  871,937 ",10/27/2016
25270O01PQ,62,F,"  1,031,832 ",4/24/2018
23669G92OU,42,M,"  1,961,434 ",7/10/2017
04362B59IW,33,F,"  829,053 ",11/7/2018
53187J16GN,40,F,"  1,406,042 ",3/20/2017
45673J19SQ,59,F,"  1,826,979 ",7/16/2017
