ID,CURR_AGE,GENDER,ANN_INCOME,AGE_CAR,PURCHASE,,,,,
95223N54MZ,39,M,"135,325",228,1,,,,,
95226Q87VZ,57,M,"659,258",335,1,,,,,
95228Z92HL,42,M,"745,029",425,1,,,,,
95234I39ZS,56,F,"153,384",423,1,,,,,
95239N51TE,44,M,"191,047",374,0,,,,,
95242A79UU,60,F,"338,115",200,0,,,,,
95243L25GU,48,M,"465,959",377,1,,,,,
95247K12OX,62,M,"147,929",729,1,,,,,
95248F67VQ,58,M,"388,762",245,0,,,,,
95248K25DG,41,M,"366,082",317,0,,,,,
95249B65LI,63,F,"144,781",398,0,,,,,
95250J55OY,26,M,"274,002",342,0,,,,,
95252O32RN,64,F,"244,376",299,0,,,,,
95253P35YZ,65,M,"583,232",910,0,,,,,
95254R57IX,44,M,"257,838",396,1,,,,,
95256Z74RB,65,F,"508,669",34,1,,,,,
95261N60HO,65,M,"655,882",227,1,,,,,
95265F78PI,64,F,"441,883",99,0,,,,,
95267P24IK,63,F,"486,107",429,1,,,,,
95271X02QJ,25,F,"293,467",291,0,,,,,
95280K24DE,61,M,"765,135",281,0,,,,,
95281R65ZO,37,M,"173,596",390,1,,,,,
95289S04PY,38,M,"471,848",237,1,,,,,
95291Z25ZY,50,F,"333,421",802,1,,,,,
95295A61NV,47,F,"408,173",52,0,,,,,
95295I22GU,64,F,"464,027",739,1,,,,,
95295K93ZW,55,M,"655,337",149,0,,,,,
95299A09UL,37,M,"767,373",344,1,,,,,
95301D49ZX,61,M,"565,565",375,1,,,,,
95301H87SU,29,M,"144,142",366,1,,,,,
95302C90EX,26,M,"129,639",219,1,,,,,
95305P02FT,54,M,"203,046",299,0,,,,,
95307D39BQ,47,F,"555,843",678,1,,,,,
95313J94RR,42,M,"332,918",81,1,,,,,
95316H40ZF,61,M,"234,345",482,1,,,,,
95316X01YX,56,M,"398,509",841,1,,,,,
95319I33GM,56,M,"742,411",144,0,,,,,
95319J77GP,57,F,"157,467",418,1,,,,,
95319L90AC,46,F,"451,013",207,0,,,,,
95320N69BN,55,F,"523,275",144,0,,,,,
95321S16ZD,57,M,"746,482",6,0,,,,,
95328E32MG,36,M,"744,509",643,1,,,,,
95328I56QZ,55,M,"473,494",417,1,,,,,
95332R94QM,59,F,"506,173",40,0,,,,,
95334O06FJ,54,F,"184,517",720,1,,,,,
95335I36YF,59,M,"737,478",982,1,,,,,
95340D10HM,41,M,"314,742",361,1,,,,,
95340Y85YJ,45,M,"160,630",393,1,,,,,
95344K26MQ,33,M,"168,424",517,1,,,,,
95348N84NA,57,M,"452,894",13,0,,,,,
95348Y98IB,59,F,"449,227",725,1,,,,,
95349X23QY,59,M,"628,044",129,1,,,,,
95359C21MX,37,M,"108,205",431,0,,,,,
95362A00NA,27,F,"347,229",184,0,,,,,
95362O03AI,37,M,"642,677",261,1,,,,,
95367X51SE,57,F,"342,643",368,0,,,,,
95370S90PR,33,F,"470,176",189,0,,,,,
95370W99TW,36,F,"461,797",453,1,,,,,
95371F85HQ,43,M,"280,757",339,1,,,,,
95374Y60FN,54,M,"459,871",860,1,,,,,
95375X10TC,30,F,"318,917",460,1,,,,,
95381U87QJ,27,M,"256,246",125,0,,,,,
95384C50EO,51,M,"179,526",469,1,,,,,
95387G77CY,63,F,"91,355",464,1,,,,,
95389C65SM,26,F,"172,379",326,1,,,,,
95390D18CP,50,M,"391,420",243,0,,,,,
95390W08NH,65,M,"587,564",194,0,,,,,
95395I89IW,30,M,"210,892",994,0,,,,,
95396N22GQ,47,M,"626,869",724,1,,,,,
95398Q75DQ,51,F,"413,035",239,1,,,,,
95399M25ST,28,M,"121,523",227,0,,,,,
95404X40ME,38,F,"758,509",490,1,,,,,
95406F56BI,47,F,"458,101",985,0,,,,,
95408Y39SS,25,M,"220,829",322,0,,,,,
95411D01HO,39,M,"678,632",435,1,,,,,
95412Q98JO,60,M,"512,012",346,1,,,,,
95412U93BD,37,F,"291,373",904,1,,,,,
95412X36TV,36,M,"294,322",337,1,,,,,
95413P41QA,48,F,"469,789",292,0,,,,,
95414O33DX,35,F,"210,715",392,0,,,,,
95416L39EU,64,F,"310,675",45,0,,,,,
95418I98IK,30,F,"390,869",411,1,,,,,
95422X77PR,55,M,"268,780",392,1,,,,,
95423J70OO,34,F,"385,840",472,1,,,,,
95432R46BM,29,M,"233,697",269,1,,,,,
95432T65QD,59,M,"780,432",100,0,,,,,
95434V78DK,31,M,"252,606",834,1,,,,,
95437J68ZQ,57,M,"187,253",893,1,,,,,
95449T39KP,51,F,"197,819",490,1,,,,,
95450B71OY,57,F,"355,661",382,1,,,,,
95451Z45QX,46,F,"317,464",360,0,,,,,
95455A71ID,48,M,"279,072",429,1,,,,,
95464G43LW,64,F,"278,301",234,0,,,,,
95466F95GJ,26,F,"400,189",205,1,,,,,
95469V24WI,31,M,"173,068",854,1,,,,,
95470C26FS,51,M,"516,497",336,1,,,,,
95475B95IZ,37,M,"343,445",486,0,,,,,
95476T03LX,40,F,"499,515",256,0,,,,,
95477B22DG,64,F,"233,125",414,1,,,,,
95477F77IT,64,M,"564,265",942,1,,,,,
95478B70FO,33,F,"292,467",444,1,,,,,
95479P72KA,61,M,"340,107",254,0,,,,,
95485P07HO,40,M,"323,849",342,1,,,,,
95486K14YR,29,F,"134,472",240,0,,,,,
95486X09GC,45,F,"651,248",414,1,,,,,
95487S73RM,51,M,"531,102",571,1,,,,,
95488O93YB,26,M,"119,828",56,0,,,,,
95492K87SZ,62,F,"184,400",999,1,,,,,
95492V91DG,54,F,"503,707",414,1,,,,,
95494S24UQ,33,F,"210,536",430,1,,,,,
95495V21IE,33,M,"292,535",964,1,,,,,
95503S12AC,44,F,"730,077",208,1,,,,,
95504P30WE,56,F,"208,277",843,1,,,,,
95505A26FD,31,M,"137,523",450,0,,,,,
95507G77AT,63,F,"530,475",528,1,,,,,
95508B32JA,34,F,"168,339",487,0,,,,,
95509A04BT,31,F,"203,512",442,1,,,,,
95509A15VX,56,M,"797,830",492,1,,,,,
95512G23AC,31,M,"238,353",830,1,,,,,
95512W97PS,60,F,"403,595",313,1,,,,,
95513A17DS,62,M,"337,872",496,1,,,,,
95514A16YQ,30,F,"361,480",393,1,,,,,
95514B53MD,59,F,"284,379",384,1,,,,,
95514S50ML,52,F,"494,909",344,0,,,,,
95516C70WK,55,M,"520,260",237,0,,,,,
95518H84TZ,45,F,"621,136",445,1,,,,,
95523X59KI,57,M,"727,309",250,0,,,,,
95528I92YX,43,F,"541,328",299,1,,,,,
95529J34VZ,49,M,"268,979",411,1,,,,,
95530C20ZN,44,M,"321,221",439,1,,,,,
95534U89II,48,M,"441,870",318,0,,,,,
95542C35EE,44,M,"608,867",331,1,,,,,
95544Q92XF,48,F,"335,736",130,1,,,,,
95548M55RM,44,M,"548,408",564,1,,,,,
95550K99ID,60,M,"228,405",200,0,,,,,
95551T67FR,36,M,"113,824",238,0,,,,,
95556N66TF,40,F,"298,635",407,0,,,,,
95566L28NJ,63,M,"498,565",161,1,,,,,
95567Q28CS,30,M,"274,863",317,0,,,,,
95568F83WP,48,M,"323,585",251,1,,,,,
95568R89LJ,43,F,"673,091",500,1,,,,,
95570E29KR,52,M,"354,103",249,1,,,,,
95570R27WO,47,F,"364,987",943,1,,,,,
95574V75CM,51,M,"237,749",222,0,,,,,
95577H36AH,37,F,"452,608",217,1,,,,,
95577W09OQ,65,F,"416,821",352,0,,,,,
95577W20IZ,31,F,"399,285",227,0,,,,,
95578U71UG,41,M,"471,868",291,0,,,,,
95579E43GM,44,M,"148,575",452,0,,,,,
95583T15UJ,51,F,"475,859",965,1,,,,,
95589R63YY,28,F,"133,635",449,0,,,,,
95598D79CH,41,M,"468,313",460,1,,,,,
95600V54DR,34,M,"242,484",123,1,,,,,
95603E68GZ,38,M,"161,266",362,1,,,,,
95607H13HI,57,F,"134,203",211,0,,,,,
95609A90CU,42,F,"737,792",483,1,,,,,
95609K50RF,43,F,"342,696",587,1,,,,,
95611Y73RK,46,F,"432,163",238,0,,,,,
95613N93JI,59,F,"130,256",707,1,,,,,
95614J53AN,57,M,"351,081",313,1,,,,,
95614K70FZ,48,F,"351,509",40,0,,,,,
95618K47YQ,56,F,"505,771",657,1,,,,,
95624L35JB,51,M,"766,121",313,1,,,,,
95624Z89QC,30,M,"195,949",101,0,,,,,
95625O71MU,63,M,"274,921",225,0,,,,,
95627C04NS,30,M,"129,680",383,1,,,,,
95627Z01ZY,57,M,"433,414",473,0,,,,,
95631V82PM,55,F,"325,861",346,1,,,,,
95631W23SH,28,F,"228,640",365,1,,,,,
95633N84WV,54,M,"272,187",308,0,,,,,
95638J68KX,63,F,"453,165",337,0,,,,,
95638W77OU,35,M,"186,647",940,1,,,,,
95640C94SN,32,M,"258,441",329,1,,,,,
95640E62RT,32,F,"370,659",440,1,,,,,
95649N30SU,45,M,"426,440",235,0,,,,,
95651N37FW,46,F,"582,461",490,1,,,,,
95657B84GX,36,M,"354,508",290,0,,,,,
95657I25ES,31,F,"190,869",409,0,,,,,
95657Z08FR,64,F,"265,245",316,0,,,,,
95661A20PM,41,M,"308,003",238,0,,,,,
95664D06WT,58,F,"152,507",592,1,,,,,
95665T75JO,63,M,"668,017",152,0,,,,,
95666V69IU,26,F,"154,101",317,1,,,,,
95670G33DC,37,M,"271,721",313,0,,,,,
95670U01GF,32,F,"331,445",481,1,,,,,
95672G44BY,46,M,"159,475",354,0,,,,,
95673L55JC,61,M,"372,247",455,1,,,,,
95674L74GF,52,M,"703,827",469,1,,,,,
95674W02AT,42,M,"432,028",412,1,,,,,
95675R14EV,49,M,"574,819",461,1,,,,,
95677J76YT,55,F,"374,365",790,1,,,,,
95680A61JC,40,F,"418,571",131,0,,,,,
95681U08AG,43,M,"528,635",952,1,,,,,
95681Z94ZV,43,M,"493,547",468,1,,,,,
95686D80JP,50,M,"418,389",455,1,,,,,
95688Z90NW,41,M,"385,799",375,1,,,,,
95689G41KH,27,M,"138,117",12,0,,,,,
95691P48CO,43,F,"663,501",370,1,,,,,
95693W80DM,61,F,"510,293",395,1,,,,,
95694H53UF,58,M,"650,746",390,1,,,,,
95696D38RJ,31,M,"197,528",334,0,,,,,
95700G08XA,53,M,"371,817",481,1,,,,,
95703K29NY,64,M,"181,691",281,1,,,,,
95704X51BZ,32,F,"373,767",396,0,,,,,
95709J21LR,38,F,"497,221",530,0,,,,,
95717Y14RC,31,M,"214,160",194,0,,,,,
95718M87KL,53,F,"212,517",278,0,,,,,
95719D10CP,31,F,"176,603",351,0,,,,,
95719T51XY,58,F,"332,715",315,0,,,,,
95723X40NA,48,F,"441,912",310,0,,,,,
95726Y29ON,39,F,"470,997",899,1,,,,,
95731C94EG,59,M,"363,562",11,1,,,,,
95735G98UZ,44,M,"635,712",297,1,,,,,
95735Q11LS,55,F,"89,459",363,0,,,,,
95740E15TA,48,M,"497,584",368,1,,,,,
95741X50LC,53,F,"165,723",338,0,,,,,
95749L01IE,64,F,"322,056",274,0,,,,,
95751M57ZJ,30,F,"304,713",448,0,,,,,
95753D76MZ,25,M,"130,734",454,0,,,,,
95755K52LS,41,F,"423,277",382,1,,,,,
95761Z01XJ,46,F,"485,589",561,1,,,,,
95767I70BX,31,M,"112,704",383,1,,,,,
95768S47ZI,40,M,"213,222",167,0,,,,,
95771O83QQ,44,M,"364,742",491,1,,,,,
95772M61LO,46,M,"410,585",357,0,,,,,
95772Q85ET,54,F,"450,715",274,0,,,,,
95772Y08SS,41,M,"150,577",79,0,,,,,
95775T81MC,60,M,"520,470",315,0,,,,,
95778H77IG,27,F,"349,937",208,1,,,,,
95778O05QA,60,F,"488,413",619,1,,,,,
95779F97NY,45,F,"300,864",222,0,,,,,
95779Y41JK,52,F,"122,285",379,0,,,,,
95780Y71QF,42,F,"755,597",391,1,,,,,
95783O69AE,43,M,"213,190",269,1,,,,,
95787J45GV,35,M,"294,960",383,1,,,,,
95795F25US,63,M,"286,796",284,0,,,,,
95795O49ET,31,M,"234,045",340,1,,,,,
95796H12IG,49,F,"371,021",248,0,,,,,
95796H63RF,58,F,"351,728",355,1,,,,,
95796K06KW,46,F,"283,456",18,0,,,,,
95798T15FF,31,F,"283,355",457,1,,,,,
95800B48DW,28,F,"412,085",213,0,,,,,
95800H70RJ,56,M,"753,753",176,1,,,,,
95803A91DK,57,M,"274,254",912,1,,,,,
95807A59DZ,25,F,"453,352",312,0,,,,,
95807P16IK,53,M,"798,237",792,1,,,,,
95809W33UZ,47,F,"687,928",446,1,,,,,
95813E80ZQ,49,M,"770,187",368,0,,,,,
95820K86XD,53,F,"239,056",295,0,,,,,
95825G62LK,41,M,"760,597",250,1,,,,,
95825H76MQ,33,M,"140,720",443,1,,,,,
95826C30VF,52,M,"345,992",367,1,,,,,
95827A27ZV,57,M,"485,406",321,0,,,,,
95827M57TI,56,F,"156,277",596,0,,,,,
95830D85XT,54,F,"121,344",923,0,,,,,
95834H48RK,25,M,"293,578",197,1,,,,,
95834T41QR,56,F,"346,685",490,1,,,,,
95835N23CJ,50,M,"617,619",241,1,,,,,
95835Q72NQ,54,M,"198,449",86,1,,,,,
95838S06BO,35,M,"191,601",241,0,,,,,
95838W12RL,53,M,"698,658",73,1,,,,,
95845B51TN,40,M,"202,515",410,0,,,,,
95845N00EY,32,F,"444,597",438,1,,,,,
95847N41KX,43,F,"480,189",650,1,,,,,
95849D01YB,34,M,"152,529",168,0,,,,,
95849Q22TH,28,M,"287,186",245,1,,,,,
95850R95XB,46,M,"229,511",293,0,,,,,
95851Z96ED,46,M,"480,009",420,0,,,,,
95857N19SY,50,F,"321,155",439,1,,,,,
95861M29HU,40,M,"312,941",449,1,,,,,
95865F78TQ,62,M,"559,357",468,1,,,,,
95873K53LK,59,F,"519,003",350,1,,,,,
95873X66RB,59,M,"428,939",361,0,,,,,
95873Y59QR,26,F,"238,037",234,0,,,,,
95876Y22ME,53,M,"140,749",259,0,,,,,
95878R32HK,35,F,"359,248",445,1,,,,,
95879D63YF,43,F,"712,125",268,0,,,,,
95879O49AY,40,F,"797,757",329,1,,,,,
95887A45MP,43,F,"308,019",31,0,,,,,
95887M10II,46,M,"469,423",32,1,,,,,
95889E79CA,58,M,"478,741",219,1,,,,,
95891F91PU,59,M,"195,519",310,0,,,,,
95891G82ZX,36,F,"632,808",431,1,,,,,
95894Q10SE,48,M,"394,426",457,1,,,,,
95895F69KK,65,F,"219,931",986,1,,,,,
95897E71EU,30,M,"161,177",276,0,,,,,
95898G80UV,33,F,"274,256",226,1,,,,,
95899U90QT,30,F,"494,931",362,1,,,,,
95899V69YO,50,M,"193,158",203,0,,,,,
95900Y11ON,51,F,"352,240",367,1,,,,,
95903I86HK,55,M,"332,640",492,1,,,,,
95906Y69QK,65,M,"630,720",311,0,,,,,
95909T67AA,49,F,"288,280",111,1,,,,,
95911K36VM,33,M,"129,814",151,0,,,,,
95912F67RI,59,M,"120,826",450,1,,,,,
95913Z05IQ,41,M,"267,285",190,0,,,,,
95915M23ZB,64,M,"317,324",335,1,,,,,
95915Y08VR,61,F,"473,211",632,1,,,,,
95915Z71GQ,54,M,"516,438",164,1,,,,,
95921X45NZ,46,F,"621,075",926,1,,,,,
95926Z87VN,47,M,"282,708",380,1,,,,,
95929K36DO,34,M,"133,070",775,0,,,,,
95934B68HW,39,F,"726,779",206,0,,,,,
95935Y52AN,62,M,"508,904",276,1,,,,,
95936G95FS,61,F,"233,904",281,0,,,,,
95937N98XX,49,M,"527,795",467,1,,,,,
95938G90RI,31,M,"182,554",162,1,,,,,
95942H71AG,52,M,"298,912",304,0,,,,,
95945Q39VX,49,M,"507,400",368,1,,,,,
95947H90UH,28,F,"148,800",432,0,,,,,
95949A47OW,35,M,"278,819",241,0,,,,,
95951X75LU,52,M,"571,169",280,1,,,,,
95952F02FN,29,F,"328,917",271,0,,,,,
95957E27FU,58,F,"520,379",153,0,,,,,
95957R15LN,25,F,"420,504",405,1,,,,,
95960V86JN,56,M,"543,310",359,0,,,,,
95966K52HZ,50,M,"687,573",292,1,,,,,
95968U37IL,58,M,"683,689",168,0,,,,,
95969M86JY,56,M,"633,091",916,1,,,,,
95971O09US,41,M,"370,064",262,1,,,,,
95973K35YO,42,M,"518,392",301,1,,,,,
95973R50DV,32,F,"318,605",244,1,,,,,
95974Z12CT,36,M,"296,689",264,0,,,,,
95979E61MW,57,F,"177,856",192,0,,,,,
95981B18GX,47,M,"247,974",458,1,,,,,
95982A29UQ,36,M,"485,081",406,1,,,,,
95983J18SV,37,M,"506,792",300,1,,,,,
95983L18GJ,57,F,"99,424",166,0,,,,,
95983T40VY,56,F,"154,629",251,0,,,,,
95986U19IV,28,F,"447,035",306,1,,,,,
95988Z65YA,26,M,"141,688",495,1,,,,,
95990L25PV,38,F,"280,859",456,1,,,,,
95990S59MW,42,M,"222,753",273,1,,,,,
95992V91FR,31,M,"137,688",337,0,,,,,
95995M13UF,65,M,"207,152",441,1,,,,,
96002P78MC,46,M,"373,498",460,1,,,,,
96004O61ZN,65,F,"84,048",922,0,,,,,
96015H45NO,54,F,"482,459",485,1,,,,,
96015Z29PP,62,F,"226,592",242,0,,,,,
96026Q18QU,63,F,"348,360",194,0,,,,,
96027J47OJ,32,M,"134,025",235,0,,,,,
96029B22PQ,57,M,"205,833",234,1,,,,,
96033D18LJ,62,F,"89,965",347,0,,,,,
96034V61SP,34,F,"360,565",291,1,,,,,
96035F84US,51,M,"668,039",18,0,,,,,
96049R06OF,31,F,"443,677",26,1,,,,,
96050S39EI,52,F,"302,291",318,1,,,,,
96050S54DM,28,F,"147,392",462,0,,,,,
96061T98FG,36,M,"734,763",367,1,,,,,
96062S45HH,54,M,"477,188",121,0,,,,,
96063P31CA,61,F,"355,589",369,1,,,,,
96063Z78MG,30,M,"183,552",371,1,,,,,
96064X30JL,43,M,"121,510",167,0,,,,,
96065C75BA,29,F,"425,408",327,0,,,,,
96067B66UO,30,F,"142,877",328,0,,,,,
96067P92GS,53,F,"296,384",459,1,,,,,
96068T61IO,64,M,"609,010",2,1,,,,,
96069H74HJ,56,M,"563,319",128,0,,,,,
96072T46FR,64,F,"200,776",491,1,,,,,
96075L81SS,49,M,"291,518",414,0,,,,,
96078A01PH,47,M,"427,559",300,0,,,,,
96085X25TT,37,M,"447,106",350,1,,,,,
96091O52HC,42,F,"735,539",474,1,,,,,
96092T61NP,47,M,"342,990",488,1,,,,,
96099S68RT,58,M,"497,329",393,0,,,,,
96105C07IN,45,M,"152,939",354,1,,,,,
96107L00MD,54,M,"228,713",244,0,,,,,
96109Q96LV,54,F,"156,971",202,0,,,,,
96111O41XJ,55,F,"528,493",981,1,,,,,
96112C12JX,63,M,"330,128",280,1,,,,,
96115K21SO,49,F,"783,416",275,1,,,,,
96117T98XN,26,M,"231,989",702,0,,,,,
96119Q97OF,33,F,"375,325",72,0,,,,,
96122S40DZ,35,F,"254,411",479,1,,,,,
96129B37AA,56,M,"341,808",316,1,,,,,
96132Z01CI,65,F,"304,064",243,0,,,,,
96136M87MZ,49,M,"173,458",355,1,,,,,
96139T68YC,36,M,"273,313",246,0,,,,,
96139W07UJ,63,M,"460,823",288,1,,,,,
96145B59PN,49,M,"478,602",476,1,,,,,
96148S84LB,27,F,"419,705",473,0,,,,,
96151E55XT,54,M,"533,664",352,0,,,,,
96151F55XW,54,M,"419,539",721,1,,,,,
96151W26IZ,48,F,"752,520",496,1,,,,,
96153E32XW,47,M,"157,868",334,1,,,,,
96158A91JY,41,M,"552,051",430,1,,,,,
96160F04XC,57,F,"387,517",424,1,,,,,
96161K43DN,36,F,"659,432",144,0,,,,,
96163K52KZ,40,F,"297,443",54,0,,,,,
96163L68LU,44,F,"327,477",219,0,,,,,
96169R19LO,61,M,"447,560",483,1,,,,,
96174A42CN,59,M,"603,318",797,1,,,,,
96184O31WT,42,F,"293,517",440,1,,,,,
96186L34JK,65,F,"409,971",93,1,,,,,
96188O55YT,45,M,"374,313",219,0,,,,,
96193D97RK,35,M,"248,909",358,0,,,,,
96194M78IN,43,M,"267,427",428,1,,,,,
96198C57XO,53,M,"637,539",51,1,,,,,
96199T29XO,60,F,"320,373",694,1,,,,,
96200L38JQ,34,M,"174,773",343,0,,,,,
96201L59OD,65,F,"245,861",756,1,,,,,
96204U39SF,37,M,"223,300",242,1,,,,,
96206Z38HI,43,M,"796,565",14,0,,,,,
96207G78SI,65,F,"149,835",837,1,,,,,
96212P97LE,41,M,"321,705",19,0,,,,,
96213G49SG,59,M,"739,657",198,0,,,,,
96215T20LW,38,M,"393,981",309,1,,,,,
96217Z38MM,33,F,"192,579",260,1,,,,,
96223S04UV,57,F,"313,400",317,0,,,,,
96223Y50GL,57,F,"435,888",866,1,,,,,
96228V61DI,56,F,"297,629",268,0,,,,,
96228W01MJ,64,M,"407,983",289,1,,,,,
96232A61XN,64,F,"173,792",284,0,,,,,
96232X72NM,58,M,"601,603",446,1,,,,,
96240F39FA,32,F,"252,352",448,1,,,,,
96240P98XQ,38,M,"375,567",417,0,,,,,
96240R10ER,63,M,"703,565",541,1,,,,,
96246M35MW,63,M,"746,581",473,1,,,,,
96252B46WM,57,M,"166,896",282,0,,,,,
96254M85FR,53,M,"431,204",172,0,,,,,
96255Q61AU,38,F,"612,955",647,1,,,,,
96256R67AA,55,F,"236,496",492,1,,,,,
96257Q02RZ,29,M,"254,932",144,1,,,,,
96258C31DO,62,F,"507,147",810,0,,,,,
96262W82JE,58,M,"181,787",294,1,,,,,
96264B45FW,31,F,"390,772",108,1,,,,,
96267F87YJ,38,M,"200,322",416,1,,,,,
96271B18PP,53,F,"524,544",253,0,,,,,
96275Y78VD,40,F,"463,931",382,1,,,,,
96277E74XR,59,M,"208,750",171,0,,,,,
96278I32XR,27,F,"235,211",323,0,,,,,
96279B41AW,41,M,"277,093",333,1,,,,,
96280Z78IG,54,F,"481,504",110,0,,,,,
96283A06PD,32,M,"150,758",492,1,,,,,
96283F01EA,31,F,"324,344",289,1,,,,,
96284G73DQ,49,F,"438,069",167,0,,,,,
96287B31EA,60,F,"345,077",688,1,,,,,
96287K59LQ,40,F,"269,984",123,0,,,,,
96288B34GY,57,M,"268,691",401,1,,,,,
96296A21DM,26,M,"292,202",418,1,,,,,
96296O16PY,31,F,"294,045",340,1,,,,,
96297W94BJ,34,F,"409,028",318,1,,,,,
96298K77DY,64,M,"626,607",275,1,,,,,
96298P54HQ,33,F,"481,221",35,1,,,,,
96299S90UP,60,M,"515,157",365,1,,,,,
96304X31UU,43,M,"473,193",128,1,,,,,
96304Y70JQ,34,F,"426,019",396,0,,,,,
96305M60IU,29,F,"187,147",330,1,,,,,
96308N78DT,42,F,"277,827",263,0,,,,,
96311J21AY,30,M,"241,938",480,1,,,,,
96312N33CU,61,M,"411,822",422,1,,,,,
96329Z21CS,55,M,"163,931",442,1,,,,,
96332H98GQ,46,M,"114,182",425,1,,,,,
96333L24II,33,F,"257,885",286,0,,,,,
96335H74JH,30,M,"226,669",273,0,,,,,
96337E82HT,54,F,"221,989",266,0,,,,,
96338H29ZD,47,M,"213,904",296,0,,,,,
96350Z35VZ,64,F,"416,669",397,0,,,,,
96350Z57RU,34,M,"172,890",114,1,,,,,
96351M52JQ,34,F,"348,875",267,0,,,,,
96357A01NG,43,M,"357,559",453,1,,,,,
96358I83HA,63,F,"505,392",300,0,,,,,
96359B03XJ,41,M,"416,649",433,1,,,,,
96359I22YQ,57,M,"412,319",326,0,,,,,
96361T03YG,59,F,"184,643",280,0,,,,,
96362I15OG,55,F,"499,925",279,0,,,,,
96362P95QM,52,M,"382,386",397,1,,,,,
96362U60SZ,46,M,"237,727",336,1,,,,,
96374S56XE,61,F,"515,952",374,1,,,,,
96378I87AP,31,M,"247,397",223,1,,,,,
96378K86ZQ,58,F,"452,149",238,0,,,,,
96378Y13LE,41,M,"349,333",335,0,,,,,
96381F37MW,30,M,"206,700",378,1,,,,,
96382N92ID,44,F,"604,864",348,0,,,,,
96382O04FP,44,M,"588,368",266,1,,,,,
96383A99TJ,49,M,"338,356",395,1,,,,,
96388G55EM,55,M,"594,337",12,1,,,,,
96389C57UX,37,M,"201,958",137,0,,,,,
96389P89HA,28,M,"174,375",395,1,,,,,
96390Z14HM,30,M,"259,887",372,1,,,,,
96397Z76NI,41,M,"715,032",312,1,,,,,
96405J63ZZ,33,F,"357,280",247,1,,,,,
96405W89LH,48,M,"533,117",472,1,,,,,
96406F10HL,50,F,"657,032",770,1,,,,,
96407K59MK,42,M,"670,845",65,1,,,,,
96408R58OD,54,M,"767,470",97,1,,,,,
96411Q40BK,65,F,"276,451",359,0,,,,,
96412Q71MT,53,M,"728,700",218,0,,,,,
96415C05UL,43,F,"572,117",337,1,,,,,
96417U58UC,36,M,"380,115",416,1,,,,,
96419A53CQ,39,M,"158,412",353,1,,,,,
96419H84IX,56,M,"324,084",7,1,,,,,
96425H92KT,30,M,"263,531",402,1,,,,,
96428K54WG,41,F,"744,069",260,0,,,,,
96431D39FI,35,M,"260,220",394,1,,,,,
96431D75JU,44,M,"760,421",506,1,,,,,
96432A25FQ,53,M,"285,007",950,0,,,,,
96432S19FH,33,M,"101,216",410,1,,,,,
96442I92QN,48,M,"365,258",328,0,,,,,
96443M04VE,46,F,"300,309",882,1,,,,,
96450I09DV,35,M,"280,014",477,0,,,,,
96451H77QJ,30,M,"133,930",844,1,,,,,
96452B66JK,43,M,"755,891",268,1,,,,,
96453Z14DW,65,M,"148,004",123,0,,,,,
96454F61ZC,39,F,"489,643",154,0,,,,,
96454Z62KG,61,M,"553,959",471,1,,,,,
96455F87KR,34,M,"149,177",423,1,,,,,
96455Y50MN,29,M,"250,831",938,1,,,,,
96457G67RA,49,F,"676,603",304,0,,,,,
96458M43QZ,42,F,"724,459",335,0,,,,,
96460O70XI,50,M,"158,901",290,0,,,,,
96462G88VY,54,M,"520,891",146,0,,,,,
96462Y20HD,65,M,"266,576",362,1,,,,,
96463Y94YQ,51,F,"458,272",274,1,,,,,
96465E40EI,34,M,"299,603",275,0,,,,,
96469S57YQ,34,F,"378,647",61,0,,,,,
96470C87WO,50,M,"410,685",244,1,,,,,
96481F64HR,46,M,"789,424",700,1,,,,,
96483Q96UI,31,M,"232,751",272,1,,,,,
96483V19FO,29,M,"209,934",469,1,,,,,
96484H28LN,29,M,"181,541",780,1,,,,,
96487E01XT,38,M,"136,254",395,1,,,,,
96487X99BY,40,M,"381,736",371,1,,,,,
96490S01UD,29,M,"115,750",148,0,,,,,
96495K92FB,32,M,"136,961",279,0,,,,,
96496G23NL,51,F,"417,301",339,0,,,,,
96499O80UN,43,M,"722,173",325,1,,,,,
96499Y09EQ,42,M,"463,913",266,1,,,,,
96504L34DD,33,F,"341,453",223,1,,,,,
96509N96SA,32,M,"100,321",72,0,,,,,
96509P02OX,52,F,"457,947",412,1,,,,,
96509W78CF,40,M,"734,211",937,1,,,,,
96509Z81GJ,27,F,"376,724",273,1,,,,,
96510E32LR,45,F,"375,499",906,1,,,,,
96518B09TB,57,M,"316,417",368,0,,,,,
96520K60XY,50,M,"439,692",339,1,,,,,
96520L76NG,49,F,"311,248",452,1,,,,,
96520P62JZ,51,M,"217,372",309,1,,,,,
96521Q57TE,64,F,"388,467",575,1,,,,,
96524W53RZ,44,F,"456,477",156,0,,,,,
96525G15SR,37,F,"408,915",312,1,,,,,
96527W62DH,41,M,"319,193",213,0,,,,,
96531M16YK,47,M,"280,890",338,1,,,,,
96534C02OS,53,M,"782,895",210,1,,,,,
96536Q38NN,64,F,"271,461",432,1,,,,,
96536U36FM,44,M,"196,189",392,0,,,,,
96543S81SV,34,F,"489,973",411,1,,,,,
96545W41PE,34,F,"243,632",133,0,,,,,
96546B90PM,51,F,"503,069",489,1,,,,,
96547L84EZ,65,F,"483,739",263,0,,,,,
